candidate_id,target_rad,delay_substeps,passed,minimum_position_margin_rad,minimum_reserve_margin_rad,minimum_velocity_margin_rad_s,maximum_applied_effort_ratio,saturated_substeps,first_failure_substep,first_failure,limiting_joint,runtime_fixed_candidate_preview_passed
0,-2.2515,0,True,0.047447261163444665,0.04734726116344466,14.941715424149459,0.23849728481526986,0,,,,True
0,-2.2515,1,True,0.04972565932264361,0.04962565932264361,15.026219436710385,0.25978108659773075,0,,,,True
0,-2.2515,2,True,0.05195894657586342,0.051858946575863415,15.113917003458594,0.26026655305377977,0,,,,True
0,-2.2515,3,True,0.05417250963927822,0.05407250963927822,15.244406142628424,0.26077499188642117,0,,,,True
0,-2.2515,4,True,0.056326169564497874,0.05622616956449787,15.373122849996747,0.26129942563632835,0,,,,True
0,-2.2515,5,True,0.05838022843941415,0.05828022843941415,15.459910001752998,0.2616386600453107,0,,,,True
0,-2.2515,6,True,0.06035207941407483,0.06025207941407483,15.541838276630987,0.26196653970957495,0,,,,True
1,-2.251499891281128,0,True,0.04744727268866189,0.04734727268866189,14.941715424792388,0.23849728634653278,0,,,,True
1,-2.251499891281128,1,True,0.04972566974755477,0.049625669747554765,15.02621943738751,0.25978108659773075,0,,,,True
1,-2.251499891281128,2,True,0.05195895593299005,0.051858955932990045,15.113917004151947,0.26026655305377977,0,,,,True
1,-2.251499891281128,3,True,0.054172517963584355,0.05407251796358435,15.24440614333183,0.26077499188642117,0,,,,True
1,-2.251499891281128,4,True,0.0563261768938248,0.056226176893824795,15.37312285068478,0.26129942563632835,0,,,,True
1,-2.251499891281128,5,True,0.05838023481460164,0.058280234814601636,15.459910002457471,0.2616386600453107,0,,,,True
1,-2.251499891281128,6,True,0.060352084879828016,0.06025208487982801,15.541838277345658,0.26196653970957495,0,,,,True
2,-2.236501171875,0,True,0.04903734864995535,0.048937348649955345,14.941804250656872,0.23870868875815685,0,,,,True
2,-2.236501171875,1,True,0.05116393281578446,0.05106393281578446,15.026312933583512,0.25978108659773075,0,,,,True
2,-2.236501171875,2,True,0.05324989484891596,0.053149894848915955,15.114012738434269,0.26026655305377977,0,,,,True
2,-2.236501171875,3,True,0.055320958847702606,0.0552209588477026,15.244503264920688,0.26077499188642117,0,,,,True
2,-2.236501171875,4,True,0.05733733373629013,0.05723733373629013,15.373217898004555,0.26129942563632835,0,,,,True
2,-2.236501171875,5,True,0.05925976150085788,0.059159761500857874,15.460007316899034,0.2616386600453107,0,,,,True
2,-2.236501171875,6,True,0.0611061416954084,0.0610061416954084,15.541936999243806,0.26196653970957495,0,,,,True
3,-2.22150234375,0,True,0.050627579012769264,0.05052757901276926,14.94189333190532,0.23892039518548935,0,,,,True
3,-2.22150234375,1,True,0.05260231688162653,0.05250231688162653,15.026406591664337,0.25978108659773075,0,,,,True
3,-2.22150234375,2,True,0.05454092627944984,0.05444092627944984,15.114108634722438,0.26026655305377977,0,,,,True
3,-2.22150234375,3,True,0.0564694684160143,0.0563694684160143,15.244600548523717,0.26077499188642117,0,,,,True
3,-2.22150234375,4,True,0.058348524182060935,0.05824852418206093,15.373313200329125,0.26129942563632835,0,,,,True
3,-2.22150234375,5,True,0.060139322032398024,0.06003932203239802,15.46010488601311,0.2616386600453107,0,,,,True
3,-2.22150234375,6,True,0.061860220628874085,0.06176022062887408,15.542035975394676,0.26196653970957495,0,,,,True
4,-2.206503515625,0,True,0.05221795219406378,0.052117952194063774,14.941982667964748,0.2391324036564465,0,,,,True
4,-2.206503515625,1,True,0.05404081149465023,0.05394081149465023,15.026500410982745,0.25978108659773075,0,,,,True
4,-2.206503515625,2,True,0.05583204086230209,0.05573204086230209,15.114204692353102,0.26026655305377977,0,,,,True
4,-2.206503515625,3,True,0.057618029781409064,0.05751802978140906,15.244697993467572,0.26077499188642117,0,,,,True
4,-2.206503515625,4,True,0.05935975652693104,0.05925975652693104,15.373408757041243,0.26129942563632835,0,,,,True
4,-2.206503515625,5,True,0.061018910046446884,0.06091891004644688,15.460202709166236,0.2616386600453107,0,,,,True
4,-2.206503515625,6,True,0.06261429640690963,0.06251429640690963,15.542135626836311,0.26196653970957495,0,,,,True
5,-2.1915046875,0,True,0.053808456198662924,0.05370845619866292,14.942072258905089,0.23934466768949,0,,,,True
5,-2.1915046875,1,True,0.05547941662981071,0.055379416629810704,15.026594391568608,0.25978108659773075,0,,,,True
5,-2.1915046875,2,True,0.05712323859268764,0.05702323859268764,15.114300911356246,0.26026655305377977,0,,,,True
5,-2.1915046875,3,True,0.05876663550340622,0.058666635503406214,15.244795599782353,0.26077499188642117,0,,,,True
5,-2.1915046875,4,True,0.060371030782469415,0.06027103078246941,15.373504568211672,0.26129942563632835,0,,,,True
5,-2.1915046875,5,True,0.06189852555554687,0.061798525555546865,15.460300786429372,0.2616386600453107,0,,,,True
5,-2.1915046875,6,True,0.06336838307855475,0.06326838307855474,15.54223565458782,0.26196653970957495,0,,,,True
6,-2.176505859375,0,True,0.05539909523490927,0.055299095234909265,14.942162104796198,0.2395572033836972,0,,,,True
6,-2.176505859375,1,True,0.05691813226256137,0.05681813226256137,15.026688533451782,0.25978108659773075,0,,,,True
6,-2.176505859375,2,True,0.05841451636970296,0.05831451636970296,15.114397291761813,0.26026655305377977,0,,,,True
6,-2.176505859375,3,True,0.05991530157080183,0.059815301570801824,15.244893367498104,0.26077499188642117,0,,,,True
6,-2.176505859375,4,True,0.061382346960433765,0.06128234696043376,15.37360063391115,0.26129942563632835,0,,,,True
6,-2.176505859375,5,True,0.06277816857236518,0.06267816857236518,15.460399117873433,0.2616386600453107,0,,,,True
6,-2.176505859375,6,True,0.06412248641546414,0.06402248641546414,15.542335936108651,0.26196653970957495,0,,,,True
7,-2.16150703125,0,True,0.05698987687280299,0.05688987687280299,14.942252205707923,0.2397700397270306,0,,,,True
7,-2.16150703125,1,True,0.0583569583688357,0.058256958368835696,15.026782836662111,0.25978108659773075,0,,,,True
7,-2.16150703125,2,True,0.05970585671943063,0.059605856719430625,15.114493833599784,0.26026655305377977,0,,,,True
7,-2.16150703125,3,True,0.06106402799064892,0.060964027990648914,15.244991296644855,0.26077499188642117,0,,,,True
7,-2.16150703125,4,True,0.062393705072774974,0.06229370507277497,15.373696954210352,0.26129942563632835,0,,,,True
7,-2.16150703125,5,True,0.06365782906495765,0.06355782906495765,15.460497905997737,0.2616386600453107,0,,,,True
7,-2.16150703125,6,True,0.06487660642894433,0.06477660642894432,15.542436471469578,0.26196653970957495,0,,,,True
8,-2.1485183461080015,0,True,0.05836757712386609,0.058267577123866085,14.942330437393164,0.23995459430796298,0,,,,True
8,-2.1485183461080015,1,True,0.05960304223569146,0.05950304223569146,15.026864631723353,0.25978108659773075,0,,,,True
8,-2.1485183461080015,2,True,0.06082419877203815,0.06072419877203815,15.114577567352885,0.26026655305377977,0,,,,True
8,-2.1485183461080015,3,True,0.0620588508602693,0.061958850860269296,15.245076231778592,0.26077499188642117,0,,,,True
8,-2.1485183461080015,4,True,0.06326955485863373,0.06316955485863372,15.373780571421356,0.26129942563632835,0,,,,True
8,-2.1485183461080015,5,True,0.06441960518025036,0.06431960518025036,15.460583952411307,0.2616386600453107,0,,,,True
8,-2.1485183461080015,6,True,0.06552967275895538,0.06542967275895538,15.542523738226045,0.26196653970957495,0,,,,True
9,-2.1465082031250002,0,True,0.05858080105688801,0.05848080105688801,14.942342561710038,0.23998317627273216,0,,,,True
9,-2.1465082031250002,1,True,0.05979589492507342,0.05969589492507342,15.026877301229417,0.25978108659773075,0,,,,True
9,-2.1465082031250002,2,True,0.06099728016788397,0.06089728016788397,15.114590536900064,0.26026655305377977,0,,,,True
9,-2.1465082031250002,3,True,0.06221281477026963,0.06211281477026963,15.245089387252655,0.26077499188642117,0,,,,True
9,-2.1465082031250002,4,True,0.06340510513163444,0.06330510513163444,15.373793529179913,0.26129942563632835,0,,,,True
9,-2.1465082031250002,5,True,0.06453750032108019,0.06443750032108018,15.460597286093602,0.2616386600453107,0,,,,True
9,-2.1465082031250002,6,True,0.06563074313037864,0.06553074313037864,15.542537260741323,0.26196653970957495,0,,,,True
10,-2.1315093750000003,0,True,0.06017186773234773,0.060071867732347725,14.942433172872292,0.2401966125726655,0,,,,True
10,-2.1315093750000003,1,True,0.06123494190820766,0.06113494190820766,15.02697192718352,0.25978108659773075,0,,,,True
10,-2.1315093750000003,2,True,0.06228878671171989,0.06218878671171989,15.1146874016926,0.26026655305377977,0,,,,True
10,-2.1315093750000003,3,True,0.06336166191726811,0.0632616619172681,15.24518763935151,0.26077499188642117,0,,,,True
10,-2.1315093750000003,4,True,0.0644165471493503,0.0643165471493503,15.373890358890439,0.26129942563632835,0,,,,True
10,-2.1315093750000003,5,True,0.0654171991005561,0.0653171991005561,15.460696920597897,0.2616386600453107,0,,,,True
10,-2.1315093750000003,6,True,0.06638489653122903,0.06628489653122903,15.542638303994579,0.26196653970957495,0,,,,True
11,-2.1165105468750003,0,True,0.0617630768450006,0.061663076845000594,14.942524039264374,0.24041034817731705,0,,,,True
11,-2.1165105468750003,1,True,0.0626740868337281,0.0625740868337281,15.027066714554216,0.25978108659773075,0,,,,True
11,-2.1165105468750003,2,True,0.0635803763479883,0.0634803763479883,15.114784428007292,0.26026655305377977,0,,,,True
11,-2.1165105468750003,3,True,0.06451056943952604,0.06441056943952604,15.24528605297142,0.26077499188642117,0,,,,True
11,-2.1165105468750003,4,True,0.0654280278743653,0.0653280278743653,15.373987508478963,0.26129942563632835,0,,,,True
11,-2.1165105468750003,5,True,0.06629692541654242,0.06619692541654242,15.460796809581064,0.2616386600453107,0,,,,True
11,-2.1165105468750003,6,True,0.06713906664303426,0.06703906664303426,15.542739601300003,0.26196653970957495,0,,,,True
12,-2.10151171875,0,True,0.06335442834131566,0.06325442834131566,14.94261516095596,0.24062438263579275,0,,,,True
12,-2.10151171875,1,True,0.06411333262393937,0.06401333262393936,15.027161663371292,0.25978108659773075,0,,,,True
12,-2.10151171875,2,True,0.0648720490741197,0.0647720490741197,15.114881615874037,0.26026655305377977,0,,,,True
12,-2.10151171875,3,True,0.06565953734520802,0.06555953734520802,15.245384628142373,0.26077499188642117,0,,,,True
12,-2.10151171875,4,True,0.06643952697678923,0.06633952697678923,15.37408538324665,0.26129942563632835,0,,,,True
12,-2.10151171875,5,True,0.06717667928232807,0.06707667928232806,15.460896953113522,0.2616386600453107,0,,,,True
12,-2.10151171875,6,True,0.0674955023037005,0.06739550230370049,15.542841285179549,0.26196653970957495,0,,,,True
13,-2.0959548950195312,0,True,0.06394403452182518,0.06384403452182517,14.942648984899051,0.240703754727672,0,,,,True
13,-2.0959548950195312,1,True,0.06464657796755535,0.06454657796755535,15.027196881368027,0.25978108659773075,0,,,,True
13,-2.0959548950195312,2,True,0.06535061406446463,0.06525061406446463,15.114917663429383,0.26026655305377977,0,,,,True
13,-2.0959548950195312,3,True,0.0660852267405394,0.0659852267405394,15.245421189671308,0.26077499188642117,0,,,,True
13,-2.0959548950195312,4,True,0.06681428172264825,0.06671428172264825,15.374121708992845,0.26129942563632835,0,,,,True
