control,source_frame,start_time,end_time,substeps,clipped_joint_count,target_rmse_vs_expert,hip_roll_target,hip_roll_expert_target,hip_roll_raw,hip_roll_start_q,hip_roll_end_q,hip_roll_end_dq,interval_max_speed_ratio,interval_max_speed_joint,inference_ms
250,261,4.999999999999671,5.019999999999669,10,0,0.09865137754356729,-0.2660040355595026,-0.3350622004837994,-0.2660040355595026,0.018774582767734183,0.018047621395612966,-0.11788938247324096,0.13616674568366802,right_knee_joint,0.960700000007364
251,262,5.019999999999669,5.039999999999667,10,0,0.11455970556599741,-0.09715745891128513,0.10832241850330719,-0.09715745891128513,0.018047621395612966,0.01599243961801286,-0.20977978956773843,0.15124471676894416,right_knee_joint,0.5972000000014077
252,263,5.039999999999667,5.059999999999665,10,0,0.13502151754976602,0.0891075231827334,-0.13428965125094144,0.0891075231827334,0.01599243961801286,0.015108760969480304,0.0142973630989404,0.14791042355039893,left_knee_joint,0.47269999998889034
253,264,5.059999999999665,5.079999999999663,10,0,0.11701567604475248,0.3401900525497332,0.19788792847011297,0.3401900525497332,0.015108760969480304,0.02277797440367589,0.49905547931139066,0.11699109685992806,right_knee_joint,0.41439899999318186
254,265,5.079999999999663,5.09999999999966,10,0,0.12912385979941682,0.19575083125166692,0.047563575921223754,0.19575083125166692,0.02277797440367589,0.027298730561791947,0.1914098158803882,0.11949860871833871,right_ankle_pitch_joint,0.6142000000011194
255,266,5.09999999999966,5.119999999999658,10,0,0.11535869341737605,0.17016823806785908,0.009203524127741683,0.17016823806785908,0.027298730561791947,0.028891622819472645,0.04173236863907356,0.07993601634690677,right_knee_joint,0.5235999999939622
256,267,5.119999999999658,5.139999999999656,10,0,0.11216727338829537,0.21079191453874557,0.011803815769629076,0.21079191453874557,0.028891622819472645,0.02906858013319821,-0.009017785925212856,0.059310671147975516,right_knee_joint,0.411700000000792
257,268,5.139999999999656,5.159999999999654,10,0,0.11405618729986533,0.22607786071428748,0.002417069805241027,0.22607786071428748,0.02906858013319821,0.028277796818452643,-0.048895679296937784,0.0440953624589525,right_knee_joint,0.40309999999976753
258,269,5.159999999999654,5.1799999999996515,10,0,0.1116891756117388,0.21002295664264903,-0.09158908867168501,0.21002295664264903,0.028277796818452643,0.02666255162181691,-0.09142208546880323,0.03769588953050299,right_knee_joint,0.4017000000118287
259,270,5.1799999999996515,5.199999999999649,10,0,0.07530130346102712,0.14819854933919796,-0.06496400086824246,0.14819854933919796,0.02666255162181691,0.024508469738606455,-0.11529721373739243,0.039792915937601356,right_knee_joint,0.45559999999511547
260,271,5.199999999999649,5.219999999999647,10,0,0.07628531697711483,0.07172684196632328,-0.0276312085817373,0.07172684196632328,0.024508469738606455,0.022474502616210344,-0.10026370251662221,0.04129115756318751,right_knee_joint,0.39940000000626696
261,272,5.219999999999647,5.239999999999645,10,0,0.11842262288605236,0.042002632945576934,-0.30663424389162713,0.042002632945576934,0.022474502616210344,0.021069029737712467,-0.06515010363683535,0.03987448683931176,right_knee_joint,0.6539999999972679
262,273,5.239999999999645,5.259999999999643,10,0,0.13328068941910082,0.035833258504681,0.009766928542180527,0.035833258504681,0.021069029737712467,0.02044030761730961,-0.023256688076084404,0.03664903043822677,left_knee_joint,0.4658000000006268
263,274,5.259999999999643,5.2799999999996405,10,0,0.11495987109045422,0.030819303998237402,-0.08928528628045211,0.030819303998237402,0.02044030761730961,0.01981081854920863,-0.042250628131083955,0.0336709678508407,right_knee_joint,0.41830000000686596
264,275,5.2799999999996405,5.299999999999638,10,0,0.10597526111527886,0.032099574096903005,0.004367099009386412,0.032099574096903005,0.01981081854920863,0.01909926267238007,-0.040100754995343525,0.03172795602233639,right_knee_joint,0.4116000000067288
265,276,5.299999999999638,5.319999999999636,10,0,0.08826795927856323,0.03556938395700726,-0.003468871870776771,0.03556938395700726,0.01909926267238007,0.019242822281127194,0.0281934193231785,0.027753652021648915,right_knee_joint,0.4004000000037422
266,277,5.319999999999636,5.339999999999634,10,0,0.0951213876213927,0.03680016132314545,0.0701993504677738,0.03680016132314545,0.019242822281127194,0.022676042004850374,0.22795293835790303,0.020700884365271087,right_knee_joint,0.4119999999971924
267,278,5.339999999999634,5.359999999999632,10,0,0.16183049437421304,0.026962472933329984,-0.04081549309922555,0.026962472933329984,0.022676042004850374,0.028310816270970773,0.2996449174736367,0.05468985628097281,right_ankle_pitch_joint,0.3957000000127664
268,279,5.359999999999632,5.3799999999996295,10,0,0.2050376305748018,0.07263507782136225,0.00011514156236314786,0.07263507782136225,0.028310816270970773,0.03690104320608791,0.4684766621473022,0.11283242592676034,right_ankle_pitch_joint,0.5333999999947991
269,280,5.3799999999996295,5.399999999999627,10,0,0.2702229808785815,0.13672395969213458,0.05068918703171792,0.13672395969213458,0.03690104320608791,0.0490307666472518,0.636806937967618,0.20597847662804175,right_ankle_pitch_joint,0.548899999998298
270,281,5.399999999999627,5.419999999999625,10,1,0.18173510455842903,0.1315742577776895,0.09412800224072833,0.1315742577776895,0.0490307666472518,0.05850100194200976,0.3868051263318756,0.22272702642071138,right_ankle_pitch_joint,0.4674999999991769
271,282,5.419999999999625,5.439999999999623,10,1,0.1871865084166927,0.3197990467484395,0.0923503375897299,0.3197990467484395,0.05850100194200976,0.07096225408622074,0.6952077383594198,0.18343168314004926,right_ankle_pitch_joint,0.4010999999906062
272,283,5.439999999999623,5.459999999999621,10,1,0.42362997544014963,0.4247667605423544,-0.2724131361925393,0.4247667605423544,0.07096225408622074,0.09710353418605867,1.4522810528381545,0.12771276707099324,right_ankle_pitch_joint,0.3972999999888316
273,284,5.459999999999621,5.4799999999996185,10,1,0.38866667186908493,0.2244993728449831,-0.35153225610771066,0.2244993728449831,0.09710353418605867,0.10925659599720529,0.24480359095065196,0.09122570791496858,right_ankle_pitch_joint,0.3966000000019676
274,285,5.4799999999996185,5.499999999999616,10,1,0.33794919875590584,0.12583056504969026,-0.32753184811449626,0.12583056504969026,0.10925659599720529,0.10569864302353046,-0.3435781307530134,0.05532051064769234,right_ankle_pitch_joint,0.4026999999950931
275,286,5.499999999999616,5.519999999999614,10,1,0.3988575845766946,0.3144502685748609,-0.3710374990504499,0.3144502685748609,0.10569864302353046,0.11016369081605358,0.43729610794718965,0.07442888078113488,right_ankle_pitch_joint,0.4138999999980797
276,287,5.519999999999614,5.539999999999612,10,2,0.41934495509794784,0.2302226624995889,-0.5160574165088719,0.2302226624995889,0.11016369081605358,0.11638202052624645,0.26817525326185515,0.06346898672129989,right_ankle_pitch_joint,0.5308000000070479
277,288,5.539999999999612,5.55999999999961,10,1,0.24340666143680167,0.23095374011984404,-0.10508929740145583,0.23095374011984404,0.11638202052624645,0.11971466362257843,0.15532657292231195,0.049556874268318674,left_hip_yaw_joint,0.47419999999931406
278,289,5.55999999999961,5.5799999999996075,10,2,0.25291897053015516,0.10247840229926863,-0.3358816051184479,0.10247840229926863,0.11971466362257843,0.12083457433802061,0.047558991703076835,0.045173054736484405,right_knee_joint,0.431399999996529
279,290,5.5799999999996075,5.599999999999605,10,2,0.25162051513514916,0.10716078410629448,0.10642177056802185,0.10716078410629448,0.12083457433802061,0.12141089446770006,0.03801246196041746,0.04866873399677003,right_knee_joint,0.4037000000067792
280,291,5.599999999999605,5.619999999999603,10,2,0.20981413601951215,0.00038413434547024394,-0.05142138706964648,0.00038413434547024394,0.12141089446770006,0.11604603883435176,-0.33228371676374013,0.04913113877417626,right_hip_yaw_joint,0.39869999999098127
281,292,5.619999999999603,5.639999999999601,10,2,0.30282635809519254,-0.05415051101075363,-0.3636895287325228,-0.05415051101075363,0.11604603883435176,0.10889033081975853,-0.32633603625045166,0.04810114932237417,right_hip_yaw_joint,0.400999999996543
282,293,5.639999999999601,5.659999999999599,10,2,0.47538170291141985,0.0009907779253799376,-0.7502478667715475,0.0009907779253799376,0.10889033081975853,0.10826772348537266,0.07812468956241715,0.06417443821031263,left_knee_joint,0.4768000000012762
283,294,5.659999999999599,5.6799999999995965,10,2,0.5355768607107566,0.15792138754149843,-0.3258052682212504,0.15792138754149843,0.10826772348537266,0.11662072080031782,0.5066372160277943,0.08002789386326972,left_knee_joint,0.6422999999955437
284,295,5.6799999999995965,5.699999999999594,10,2,0.2819624004185014,0.08237129700678691,0.46602976462473705,0.08237129700678691,0.11662072080031782,0.1194668936613961,-0.009789806482263994,0.10347742035615919,right_knee_joint,0.4349999999959664
285,296,5.699999999999594,5.719999999999592,10,3,0.2804545516020561,-0.04171250358261869,-0.1596349266132482,-0.04171250358261869,0.1194668936613961,0.11295432789562783,-0.4304662165739207,0.10259100616021762,right_knee_joint,0.42799999999942884
286,297,5.719999999999592,5.73999999999959,10,3,0.27039885609587455,0.08519727221629614,0.0359659661539298,0.08519727221629614,0.11295432789562783,0.1076471303748208,-0.1964314786608995,0.0914165596497328,right_knee_joint,0.4031999999938307
