control,simulation_boundary_s,reference_timestamp_ns,anchor_frame,scored_frame,left_reference_anchor_rad,left_reference_scored_rad,left_sonic_neutral_rad,left_sonic_scale_rad,left_positive_measured_rad,left_positive_velocity_rad_s,left_positive_proposed_target_rad,left_positive_applied_target_first_rad,left_positive_applied_target_last_rad,left_positive_requested_torque_nm,left_positive_applied_torque_nm,left_positive_contact_count,left_positive_raw_decoder_output,left_sonic_measured_rad,left_sonic_velocity_rad_s,left_sonic_proposed_target_rad,left_sonic_applied_target_first_rad,left_sonic_applied_target_last_rad,left_sonic_requested_torque_nm,left_sonic_applied_torque_nm,left_sonic_contact_count,left_sonic_raw_decoder_output,left_sonic_policy_presented_reference_rad,right_reference_anchor_rad,right_reference_scored_rad,right_sonic_neutral_rad,right_sonic_scale_rad,right_positive_measured_rad,right_positive_velocity_rad_s,right_positive_proposed_target_rad,right_positive_applied_target_first_rad,right_positive_applied_target_last_rad,right_positive_requested_torque_nm,right_positive_applied_torque_nm,right_positive_contact_count,right_positive_raw_decoder_output,right_sonic_measured_rad,right_sonic_velocity_rad_s,right_sonic_proposed_target_rad,right_sonic_applied_target_first_rad,right_sonic_applied_target_last_rad,right_sonic_requested_torque_nm,right_sonic_applied_torque_nm,right_sonic_contact_count,right_sonic_raw_decoder_output,right_sonic_policy_presented_reference_rad
564,11.28,12480000000,573,575,0.8282336656333279,0.7694457530460863,0.669,0.35,0.938151258790851,-1.460932847813596,0.7396355210153283,0.7396355210153283,0.7396355210153283,"[-10.455864793559586, -7.532563595567392, -5.121132030298098, -3.1185158127834924, -1.4460780938151458, -0.04285186077928671, 1.1390883235969298, 2.137864744719362, 2.984106863287428, 3.7026312506696453]","[-10.455864793559586, -7.532563595567392, -5.121132030298098, -3.1185158127834924, -1.4460780938151458, -0.04285186077928671, 1.1390883235969298, 2.137864744719362, 2.984106863287428, 3.7026312506696453]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.6912949221752536,3.799415102242656,0.9528146982192993,0.9528146982192993,0.9528146982192993,"[1.9464492228880772, 1.3263693658872242, 0.7094966298844909, 0.39959587800974106, 0.2650478399721301, 0.21532470809725268, 0.513824079162255, 0.6827966921259936, 0.755432657273456, 0.16800620957980428]","[1.9464492228880772, 1.3263693658872242, 0.7094966298844909, 0.39959587800974106, 0.2650478399721301, 0.21532470809725268, 0.513824079162255, 0.6827966921259936, 0.755432657273456, 0.16800620957980428]","[4, 5, 5, 5, 5, 4, 4, 4, 5, 5]",0.8161382,0.82823366,6.177044366534074e-05,0.00015295366233433847,0.669,0.35,-0.032501330012760864,0.04196236007696219,-0.08725505643484197,-0.08725505643484197,-0.08725505643484197,"[-5.690740462331293, -5.805345384517965, -5.843490050608249, -5.838100398390931, -5.8111202915928315, -5.776887147506647, -5.74452928286304, -5.719647119730412, -5.705480033378593, -5.703708902784098]","[-5.690740462331293, -5.805345384517965, -5.843490050608249, -5.838100398390931, -5.8111202915928315, -5.776887147506647, -5.74452928286304, -5.719647119730412, -5.705480033378593, -5.703708902784098]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7338824266226766,1.7885781994389416,0.24530565738677979,0.24530565738677979,0.24530565738677979,"[-59.70097291037006, -57.635926202718224, -55.65883351294104, -53.81978087762156, -52.09557613957104, -50.46660581506081, -49.005534214182184, -47.61581319250013, -46.28239936421972, -44.94232871026482]","[-59.70097291037006, -57.635926202718224, -55.65883351294104, -53.81978087762156, -52.09557613957104, -50.46660581506081, -49.005534214182184, -47.61581319250013, -46.28239936421972, -44.94232871026482]","[4, 5, 5, 5, 5, 4, 4, 4, 5, 5]",-1.5139657,6.177044e-05
565,11.3,12500000000,574,576,0.8048866562343013,0.6869572280368288,0.669,0.35,0.885268833267028,-2.9713604208345874,0.5181396475185126,0.5181396475185126,0.5181396475185126,"[-17.636207291895, -13.536652141157091, -10.142792149752221, -7.320861143276506, -4.96674542347823, -2.998106922157646, -1.3489492839431563, 0.03421119824813701, 1.1951020021963323, 2.16972171767987]","[-17.636207291895, -13.536652141157091, -10.142792149752221, -7.320861143276506, -4.96674542347823, -2.998106922157646, -1.3489492839431563, 0.03421119824813701, 1.1951020021963323, 2.16972171767987]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.759672319875715,3.085038315333325,0.7903522849082947,0.7903522849082947,0.7903522849082947,"[-16.42255335659134, -12.866009966091775, -11.34486335233261, -10.304796167424428, -9.595471972955481, -9.11229860346393, -8.786499697056708, -8.574301557950971, -8.447910575930258, -7.549313518531342]","[-16.42255335659134, -12.866009966091775, -11.34486335233261, -10.304796167424428, -9.595471972955481, -9.11229860346393, -8.786499697056708, -8.574301557950971, -8.447910575930258, -7.549313518531342]","[4, 5, 5, 5, 5, 5, 5, 5, 4, 5]",0.34712645,0.80488664,0.00012106539481453055,0.00017450781047140368,0.669,0.35,-0.03159908006374448,0.03163574287948711,-0.08604306916353964,-0.08604306916353964,-0.08604306916353964,"[-5.594897417404922, -5.3664932694806025, -5.105498102747764, -4.836903115329798, -4.576670337227329, -4.334412087286861, -4.115408706336453, -3.922071859514339, -3.7549762331391614, -3.6135698867319475]","[-5.594897417404922, -5.3664932694806025, -5.105498102747764, -4.836903115329798, -4.576670337227329, -4.334412087286861, -4.115408706336453, -3.922071859514339, -3.7549762331391614, -3.6135698867319475]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7373953506553679,-0.8126931773716033,0.31175199151039124,0.31175199151039124,0.31175199151039124,"[-37.05346991379135, -36.07304615537875, -34.96397078972437, -33.83435022848296, -32.70346609784076, -31.584067107295503, -30.484435780151543, -29.40979369806378, -28.36327960699969, -27.393987305537102]","[-37.05346991379135, -36.07304615537875, -34.96397078972437, -33.83435022848296, -32.70346609784076, -31.584067107295503, -30.484435780151543, -29.40979369806378, -28.36327960699969, -27.393987305537102]","[4, 5, 5, 5, 5, 5, 5, 5, 4, 5]",-1.1788203,0.00012106539
566,11.32,12520000000,575,577,0.7694457530460863,0.5875705253240194,0.669,0.35,0.7954908746749375,-4.83022671505261,0.2502756546269378,0.2502756546269378,0.2502756546269378,"[-23.557038018937387, -18.170394951258146, -13.754403958396495, -10.122455169042382, -7.129970405053221, -4.662815009743127, -2.6294717525763147, -0.9556345727844828, 0.4196133414790708, 1.5465676384132792]","[-23.557038018937387, -18.170394951258146, -13.754403958396495, -10.122455169042382, -7.129970405053221, -4.662815009743127, -2.6294717525763147, -0.9556345727844828, 0.4196133414790708, 1.5465676384132792]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7928259167707958,1.1969663149735725,0.5826668739318848,0.5826668739318848,0.5826668739318848,"[-28.3778522835441, -26.59209174556488, -25.109852826384444, -23.88136975623801, -22.86791140814262, -22.037114591464192, -21.367012099282945, -20.82166703986871, -20.380568923478734, -20.02572704362804]","[-28.3778522835441, -26.59209174556488, -25.109852826384444, -23.88136975623801, -22.86791140814262, -22.037114591464192, -21.367012099282945, -20.82166703986871, -20.380568923478734, -20.02572704362804]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",-0.24841401,0.7694458,0.00015295366233433847,0.00014167123195947832,0.669,0.35,-0.034650669513731136,-0.25302015136660566,-0.020484483621093463,-0.020484483621093463,-0.020484483621093463,"[3.0001003119901837, 2.685460489821436, 2.5221735385157844, 2.454738419517709, 2.444727093495092, 2.4659852786606384, 2.5010273102473723, 2.538401436658992, 2.5708015148705727, 2.593733835522145]","[3.0001003119901837, 2.685460489821436, 2.5221735385157844, 2.454738419517709, 2.444727093495092, 2.4659852786606384, 2.5010273102473723, 2.538401436658992, 2.5708015148705727, 2.593733835522145]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7069670418685905,-2.021826242078222,0.3769015371799469,0.3769015371799469,0.3769015371799469,"[-19.953675915779133, -18.80183681350416, -17.77823410211439, -16.862309227738123, -16.036927020648683, -15.287706179394357, -14.596618364914088, -13.960981335110054, -13.371856209458334, -12.821768553301617]","[-19.953675915779133, -18.80183681350416, -17.77823410211439, -16.862309227738123, -16.036927020648683, -15.287706179394357, -14.596618364914088, -13.960981335110054, -13.371856209458334, -12.821768553301617]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",-0.91308093,0.00015295367
567,11.34,12540000000,576,578,0.6869572280368288,0.43274575198228393,0.669,0.35,0.6631555174665578,-6.876538302712223,0.12593806998919405,0.12593806998919405,0.12593806998919405,"[-9.85470076946332, -6.256365399448285, -3.3786289083862826, -1.0788881179686811, 0.7547958751506911, 2.211449334524424, 3.3625849797133185, 4.266057501526134, 4.968889574639817, 5.509398221737264]","[-9.85470076946332, -6.256365399448285, -3.3786289083862826, -1.0788881179686811, 0.7547958751506911, 2.211449334524424, 3.3625849797133185, 4.266057501526134, 4.968889574639817, 5.509398221737264]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7962360389146821,-0.2255681730864615,0.4476717710494995,0.4476717710494995,0.4476717710494995,"[-33.11910720917117, -32.55428803160376, -32.06899940524713, -31.6392622509822, -31.25214503477255, -30.895626810394578, -30.560948341591377, -30.241810301060617, -29.933748695191774, -29.6335892214438]","[-33.11910720917117, -32.55428803160376, -32.06899940524713, -31.6392622509822, -31.25214503477255, -30.895626810394578, -30.560948341591377, -30.241810301060617, -29.933748695191774, -29.6335892214438]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",-0.66411626,0.68695724,0.00017450781047140368,0.00012205753424772324,0.669,0.35,-0.0376993805935856,-0.1424388583369607,-0.015317977776431705,-0.015317977776431705,-0.015317977776431705,"[3.1165801498537458, 2.5351164712405607, 2.134459748444868, 1.8575894109501605, 1.663000952391037, 1.5209595725339917, 1.4104363325319098, 1.3167310224736344, 1.2296876117651274, 1.1423843330947674]","[3.1165801498537458, 2.5351164712405607, 2.134459748444868, 1.8575894109501605, 1.663000952391037, 1.5209595725339917, 1.4104363325319098, 1.3167310224736344, 1.2296876117651274, 1.1423843330947674]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.6594263375670516,-2.487526422524279,0.4347003102302551,0.4347003102302551,0.4347003102302551,"[-6.57668979479244, -6.662819619294604, -6.679433960370554, -6.644576921447333, -6.573217526073554, -6.47405492374479, -6.353097341513591, -6.21429427398888, -6.060164746620279, -5.8931275855492675]","[-6.57668979479244, -6.662819619294604, -6.679433960370554, -6.644576921447333, -6.573217526073554, -6.47405492374479, -6.353097341513591, -6.21429427398888, -6.060164746620279, -5.8931275855492675]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",-0.70752454,0.0001745078
568,11.36,12560000000,577,579,0.5875705253240194,0.330984821479784,0.669,0.35,0.5149780348864504,-7.049214531109825,0.20354464349217402,0.20354464349217402,0.20354464349217402,"[13.609524497117363, 12.677446483108032, 12.188793104292927, 11.77276610196083, 11.402217346031769, 11.064783955836585, 10.752243106016547, 10.459253384309559, 10.182421213633916, 9.919626814996906]","[13.609524497117363, 12.677446483108032, 12.188793104292927, 11.77276610196083, 11.402217346031769, 11.064783955836585, 10.752243106016547, 10.459253384309559, 10.182421213633916, 9.919626814996906]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",not_applicable_applied_sequence,0.7859819901856552,-0.6636585408677264,0.4136211574077606,0.4136211574077606,0.4136211574077606,"[-32.713484919155576, -32.23000198671449, -31.812251350357705, -31.4360282237357, -31.0882224222864, -30.759781989588035, -30.445845381414827, -30.143859292840247, -29.745822242897944, -29.358493077588236]","[-32.713484919155576, -32.23000198671449, -31.812251350357705, -31.4360282237357, -31.0882224222864, -30.759781989588035, -30.445845381414827, -30.143859292840247, -29.745822242897944, -29.358493077588236]","[5, 5, 3, 3, 3, 3, 3, 2, 2, 2]",-0.7799988,0.58757055,0.00014167123195947832,0.00012589834455258123,0.669,0.35,-0.03590196535629071,0.15686871364291025,0.01955757432564833,0.01955757432564833,0.01955757432564833,"[4.506299970372466, 5.6629991186705, 5.544292711471937, 5.5463184105094445, 5.661220092389771, 5.84738379514366, 6.0745529558152915, 6.321021461196551, 6.571489879672966, 6.815437416877118]","[4.506299970372466, 5.6629991186705, 5.544292711471937, 5.5463184105094445, 5.661220092389771, 5.84738379514366, 6.0745529558152915, 6.321021461196551, 6.571489879672966, 6.815437416877118]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",not_applicable_applied_sequence,0.6165467928468554,-1.950518137850543,0.554179847240448,0.554179847240448,0.554179847240448,"[6.124962434581132, 5.018624453564754, 4.195507429081856, 3.6063133196432027, 3.1739353389652605, 2.8684632251067024, 2.6615884362155544, 2.530538234888464, 2.9771246069958135, 3.3962188043324613]","[6.124962434581132, 5.018624453564754, 4.195507429081856, 3.6063133196432027, 3.1739353389652605, 2.8684632251067024, 2.6615884362155544, 2.530538234888464, 2.9771246069958135, 3.3962188043324613]","[5, 5, 3, 3, 3, 3, 3, 2, 2, 2]",-0.3322104,0.00014167123
569,11.38,12580000000,578,580,0.43274575198228393,0.2527956997455197,0.669,0.35,0.40278522595241895,-4.6623730498076075,0.08949685760327895,0.08949685760327895,0.08949685760327895,"[-1.6324063440352283, -2.247990472399369, -2.7545389281616934, -3.161696104884232, -3.4816895398379444, -3.727190418453585, -3.9101983334663224, -4.041522616700497, -4.130602778019561, -4.186647309701037]","[-1.6324063440352283, -2.247990472399369, -2.7545389281616934, -3.161696104884232, -3.4816895398379444, -3.727190418453585, -3.9101983334663224, -4.041522616700497, -4.130602778019561, -4.186647309701037]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",not_applicable_applied_sequence,0.7688304057576508,-0.9839273486867915,0.37188372015953064,0.37188372015953064,0.37188372015953064,"[-33.12939247908209, -32.1517270015839, -31.35602180324275, -30.69100404039122, -30.128893528953114, -29.648599187622327, -29.233966486100478, -28.87251918401249, -28.554545270679792, -28.272426597334054]","[-33.12939247908209, -32.1517270015839, -31.35602180324275, -30.69100404039122, -30.128893528953114, -29.648599187622327, -29.233966486100478, -28.87251918401249, -28.554545270679792, -28.272426597334054]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",-0.93205535,0.43274575,0.00012205753424772324,0.00016664564487185987,0.669,0.35,-0.037668234714754965,-0.21793394626244525,0.3034481753444572,0.3034481753444572,0.3034481753444572,"[35.17900236428464, 34.78384930346203, 34.51256453416023, 34.32808988627975, 34.20288381926626, 34.11657404266062, 34.05418859949569, 34.00482044257754, 33.96061790416529, 33.91607542410807]","[35.17900236428464, 34.78384930346203, 34.51256453416023, 34.32808988627975, 34.20288381926626, 34.11657404266062, 34.05418859949569, 34.00482044257754, 33.96061790416529, 33.91607542410807]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",not_applicable_applied_sequence,0.5908494687070948,-1.1780112831603464,0.7063325643539429,0.7063325643539429,0.7063325643539429,"[18.876031053344477, 16.573922060201014, 14.73308130648132, 13.215380126638973, 11.965278636451028, 10.935624768874268, 10.087001526051093, 9.386786663009563, 8.808157435357248, 8.329151411575506]","[18.876031053344477, 16.573922060201014, 14.73308130648132, 13.215380126638973, 11.965278636451028, 10.935624768874268, 10.087001526051093, 9.386786663009563, 8.808157435357248, 8.329151411575506]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0.10667614,0.000122057536
570,11.4,12600000000,579,581,0.330984821479784,0.19178646067178987,0.669,0.35,0.329199926220206,-3.097134328238899,0.050998239810465924,0.050998239810465924,0.050998239810465924,"[-8.030149296564012, -10.542051050853459, -12.617275894887788, -14.330163628829537, -15.56334428625168, -16.4192631889032, -16.982625421472733, -17.319667455808542, -17.482264390289725, -17.511101397499807]","[-8.030149296564012, -10.542051050853459, -12.617275894887788, -14.330163628829537, -15.56334428625168, -16.4192631889032, -16.982625421472733, -17.319667455808542, -17.482264390289725, -17.511101397499807]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",not_applicable_applied_sequence,0.7426160688354203,-1.3921550576831418,0.5707488656044006,0.5707488656044006,0.5707488656044006,"[-8.248942180773572, -8.66495711606833, -9.486523052707135, -10.658509891522762, -11.9180176144447, -13.228363927194435, -14.62598029818494, -16.00137358992997, -17.24565270568569, -18.393010290822282]","[-8.248942180773572, -8.66495711606833, -9.486523052707135, -10.658509891522762, -11.9180176144447, -13.228363927194435, -14.62598029818494, -16.00137358992997, -17.24565270568569, -18.393010290822282]","[1, 2, 1, 2, 2, 1, 1, 3, 3, 2]",-0.28330356,0.33098483,0.00012589834455258123,8.271389971824575e-05,0.669,0.35,-0.03860215162022074,0.004657998709914562,0.6438359990843836,0.6438359990843836,0.6438359990843836,"[67.59916292466858, 65.04463093116614, 63.073359218615614, 61.534679624128216, 60.333004415779925, 59.3784154124242, 58.60415307114697, 57.96073053875419, 57.411354233751126, 56.92859519092763]","[67.59916292466858, 65.04463093116614, 63.073359218615614, 61.534679624128216, 60.333004415779925, 59.3784154124242, 58.60415307114697, 57.96073053875419, 57.411354233751126, 56.92859519092763]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",not_applicable_applied_sequence,0.5920923058445321,0.5108123506825027,0.6111483573913574,0.6111483573913574,0.6111483573913574,"[-1.334188167696312, 0.6562182597814137, 2.7627541802746833, 4.6419338526126115, 6.522140034049078, 8.353123818019732, 9.756423027714925, 10.835534083197587, 12.03813130864655, 13.260126731205064]","[-1.334188167696312, 0.6562182597814137, 2.7627541802746833, 4.6419338526126115, 6.522140034049078, 8.353123818019732, 9.756423027714925, 10.835534083197587, 12.03813130864655, 13.260126731205064]","[1, 2, 1, 2, 2, 1, 1, 3, 3, 2]",-0.16581273,0.00012589834
571,11.42,12620000000,580,582,0.2527956997455197,0.15222995247517276,0.669,0.35,0.2975997104575303,-1.1095121568038606,0.6851809679823251,0.6851809679823251,0.6851809679823251,"[45.408384412977036, 41.92197751957229, 39.12252235209823, 36.86388076965638, 35.0346570569201, 33.54809663202796, 32.32988568281057, 31.233248097249707, 30.346659759453352, 29.610176503902494]","[45.408384412977036, 41.92197751957229, 39.12252235209823, 36.86388076965638, 35.0346570569201, 33.54809663202796, 32.32988568281057, 31.233248097249707, 30.346659759453352, 29.610176503902494]","[2, 2, 2, 2, 2, 2, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7352334074626496,0.49445484819195057,0.7930447459220886,0.7930447459220886,0.7930447459220886,"[2.6095961312556435, -5.681242910657923, -11.32420597123268, -13.215647974713146, -14.107902480465432, -14.360790450785004, -14.205838042972402, -13.799514293454186, -13.247355213768659, -12.62020873958691]","[2.6095961312556435, -5.681242910657923, -11.32420597123268, -13.215647974713146, -14.107902480465432, -14.360790450785004, -14.205838042972402, -13.799514293454186, -13.247355213768659, -12.62020873958691]","[1, 2, 4, 4, 4, 4, 4, 4, 4, 4]",0.35484684,0.2527957,0.00016664564487185987,2.7085244041206997e-05,0.669,0.35,-0.016641848549847012,1.4202952198970453,-0.05617598260556601,-0.05617598260556601,-0.05617598260556601,"[-12.878129099617764, -13.726938814729131, -14.653156546426029, -15.61783819839739, -16.595073865593793, -17.564902216772808, -18.50890648159614, -19.31501506598076, -20.03050596074573, -20.689473780431815]","[-12.878129099617764, -13.726938814729131, -14.653156546426029, -15.61783819839739, -16.595073865593793, -17.564902216772808, -18.50890648159614, -19.31501506598076, -20.03050596074573, -20.689473780431815]","[2, 2, 2, 2, 2, 2, 1, 1, 1, 1]",not_applicable_applied_sequence,0.5737870289395155,-1.6984302666348174,0.4806400537490845,0.4806400537490845,0.4806400537490845,"[1.4843378655250703, 6.254137582257734, 10.060796615665538, 9.045002640156191, 8.15866648914788, 7.5376278845067874, 7.120280888558882, 6.859751419537989, 6.720163662675463, 6.673922506333958]","[1.4843378655250703, 6.254137582257734, 10.060796615665538, 9.045002640156191, 8.15866648914788, 7.5376278845067874, 7.120280888558882, 6.859751419537989, 6.720163662675463, 6.673922506333958]","[1, 2, 4, 4, 4, 4, 4, 4, 4, 4]",-0.55725193,0.00016664565
572,11.44,12640000000,581,583,0.19178646067178987,0.19465128243483032,0.669,0.35,0.31065433430393397,1.294373714510964,0.6499982175959073,0.6499982175959073,0.6499982175959073,"[25.46250117423101, 24.164991551966846, 23.078700706111285, 22.15390358707942, 21.35317425859624, 20.647324304944767, 19.763686848369595, 19.24179686168464, 18.788267803043947, 18.382513739977068]","[25.46250117423101, 24.164991551966846, 23.078700706111285, 22.15390358707942, 21.35317425859624, 20.647324304944767, 19.763686848369595, 19.24179686168464, 18.788267803043947, 18.382513739977068]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",not_applicable_applied_sequence,0.7842980138143131,2.0339804253245295,0.8820909857749939,0.8820909857749939,0.8820909857749939,"[-3.140845720949901, -3.21107839535059, -3.350852866770339, -3.5370550830177834, -3.74825158652056, -3.9665566749262355, -4.178152024764704, -4.37306395764897, -4.544609286123317, -4.688748787280247]","[-3.140845720949901, -3.21107839535059, -3.350852866770339, -3.5370550830177834, -3.74825158652056, -3.9665566749262355, -4.178152024764704, -4.37306395764897, -4.544609286123317, -4.688748787280247]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",0.61103755,0.19178647,8.271389971824575e-05,-1.2323193985062263e-05,0.669,0.35,0.02121656715179293,2.1615456782250635,0.08578819373774857,0.08578819373774857,0.08578819373774857,"[-7.237812557571816, -9.955447859880582, -11.944267903870003, -13.401584088259169, -14.45181212541652, -15.155730914932771, -14.138158315066203, -15.708233008505161, -16.977680827313872, -18.004529113375057]","[-7.237812557571816, -9.955447859880582, -11.944267903870003, -13.401584088259169, -14.45181212541652, -15.155730914932771, -14.138158315066203, -15.708233008505161, -16.977680827313872, -18.004529113375057]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",not_applicable_applied_sequence,0.5289833776767399,-1.8213465126925745,0.39778149127960205,0.39778149127960205,0.39778149127960205,"[-1.5113900757198007, -2.3336186871413904, -2.737603102850578, -2.8376470967197456, -2.7179793500017997, -2.4417587266181524, -2.056585233553898, -1.5984820243052429, -1.0947938689498802, -0.5663119225991178]","[-1.5113900757198007, -2.3336186871413904, -2.737603102850578, -2.8376470967197456, -2.7179793500017997, -2.4417587266181524, -2.056585233553898, -1.5984820243052429, -1.0947938689498802, -0.5663119225991178]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",-0.83624125,8.27139e-05
573,11.46,12660000000,582,584,0.15222995247517276,0.2286088122378255,0.669,0.35,0.3462069010621249,1.9170600396927218,0.46660611825909504,0.46660611825909504,0.46660611825909504,"[-0.1629749809647052, 0.8739354689893979, 1.645054710557826, 2.2161240013547996, 2.635906297690026, 2.9408026589620633, 3.1582719005627116, 3.3092009666116144, 3.409578976613381, 3.471700878771207]","[-0.1629749809647052, 0.8739354689893979, 1.645054710557826, 2.2161240013547996, 2.635906297690026, 2.9408026589620633, 3.1582719005627116, 3.3092009666116144, 3.409578976613381, 3.471700878771207]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8212912154308317,1.7164330970812889,0.794646143913269,0.794646143913269,0.794646143913269,"[-13.469117877494615, -13.912569233910364, -13.619251894727556, -12.872658405550139, -11.86545434935267, -10.73114525488387, -9.558185076516818, -8.40561028765593, -7.306535146052962, -6.282117599934354]","[-13.469117877494615, -13.912569233910364, -13.619251894727556, -12.872658405550139, -11.86545434935267, -10.73114525488387, -9.558185076516818, -8.40561028765593, -7.306535146052962, -6.282117599934354]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",0.35943928,0.15222995,2.7085244041206997e-05,-2.189739838941219e-05,0.669,0.35,0.07888400166806447,3.0979086543802246,0.2593412566623534,0.2593412566623534,0.2593412566623534,"[-1.6610554667102662, -2.057565012035269, -2.4141111153209565, -2.7286175778672295, -3.004038865692671, -3.245141513117723, -3.4570857341670163, -3.6447880213555877, -3.8126465117169523, -3.9644448987507452]","[-1.6610554667102662, -2.057565012035269, -2.4141111153209565, -2.7286175778672295, -3.004038865692671, -3.245141513117723, -3.4570857341670163, -3.6447880213555877, -3.8126465117169523, -3.9644448987507452]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.49881546990214404,-1.582466772890383,0.3941022753715515,0.3941022753715515,0.3941022753715515,"[-0.3934468014554575, 1.6249774329509599, 2.961559961357098, 3.7638644615334034, 4.121340787749077, 4.178649718188497, 4.041559005583078, 3.783669384920909, 3.4605420936307443, 3.1091601430618923]","[-0.3934468014554575, 1.6249774329509599, 2.961559961357098, 3.7638644615334034, 4.121340787749077, 4.178649718188497, 4.041559005583078, 3.783669384920909, 3.4605420936307443, 3.1091601430618923]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",-0.849547,2.7085243e-05
574,11.48,12680000000,583,585,0.19465128243483032,0.2422289689458865,0.669,0.35,0.37076440815498124,0.9498978473622103,0.44324310847043247,0.44324310847043247,0.44324310847043247,"[1.1898098702630087, 1.5938664977006978, 1.8966094679545087, 2.118485029712149, 2.2764617642143667, 2.384428721526704, 2.453631810685851, 2.493096448577366, 2.5100112433858213, 2.5100629286064637]","[1.1898098702630087, 1.5938664977006978, 1.8966094679545087, 2.118485029712149, 2.2764617642143667, 2.384428721526704, 2.453631810685851, 2.493096448577366, 2.5100112433858213, 2.5100629286064637]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.8403246476108595,0.12945459307995075,0.6961140036582947,0.6961140036582947,0.6961140036582947,"[-15.107751541810956, -11.330656907935573, -8.483787058314908, -6.314637549299289, -4.644420606782681, -3.344757213006339, -2.3223329685585483, -1.5089069608213919, -0.8541144405358487, -0.32024240217213595]","[-15.107751541810956, -11.330656907935573, -8.483787058314908, -6.314637549299289, -4.644420606782681, -3.344757213006339, -2.3223329685585483, -1.5089069608213919, -0.8541144405358487, -0.32024240217213595]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",0.07747306,0.19465128,-1.2323193985062263e-05,8.944330693508339e-05,0.669,0.35,0.13575510379060635,2.5917037909200804,0.25405054633058444,0.25405054633058444,0.25405054633058444,"[-4.6276482442895635, -3.970388089253257, -3.4925886486686277, -3.1500522064613747, -2.909796536327466, -2.7471021841848096, -2.6433627694132262, -2.5845113440357927, -2.5598634259560757, -2.561263353091425]","[-4.6276482442895635, -3.970388089253257, -3.4925886486686277, -3.1500522064613747, -2.909796536327466, -2.7471021841848096, -2.6433627694132262, -2.5845113440357927, -2.5598634259560757, -2.561263353091425]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",not_applicable_applied_sequence,0.46185214359072846,-1.5008634672195957,0.37141433358192444,0.37141433358192444,0.37141433358192444,"[0.5064024574842207, -0.8687218122383173, -1.833453000893873, -2.5012508207193056, -2.951448758977145, -3.242114113781696, -3.4166629249936618, -3.5066007139197817, -3.5351600317010563, -3.5208982951078256]","[0.5064024574842207, -0.8687218122383173, -1.833453000893873, -2.5012508207193056, -2.951448758977145, -3.242114113781696, -3.4166629249936618, -3.5066007139197817, -3.5351600317010563, -3.5208982951078256]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",-0.93384117,-1.2323194e-05
