candidate_id,target_rad,delay_substeps,passed,minimum_position_margin_rad,minimum_reserve_margin_rad,minimum_velocity_margin_rad_s,maximum_applied_effort_ratio,saturated_substeps,first_failure_substep,first_failure,limiting_joint,runtime_fixed_candidate_preview_passed
0,-2.2515,0,False,-0.0020110438472862313,-0.002111043847286231,14.520572358699571,0.2808479549454567,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
0,-2.2515,1,False,-0.0015259445161706076,-0.0016259445161706076,14.641241515162687,0.28069168191706967,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
0,-2.2515,2,False,-0.0010400312804175194,-0.0011400312804175194,14.763554569673115,0.28056693092591534,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
0,-2.2515,3,False,-0.0005551536234409404,-0.0006551536234409405,14.886465949990903,0.2804735052953073,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
0,-2.2515,4,False,-7.420523562062797e-05,-0.00017420523562062797,15.00916008770254,0.2804136959667017,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
0,-2.2515,5,True,0.00039979935717182613,0.00029979935717182614,15.130999900545072,0.28038801508751054,0,,,,False
0,-2.2515,6,True,0.0008643573510465075,0.0007643573510465074,15.25148773966864,0.2803872224646944,0,,,,False
1,-2.251499891281128,0,False,-0.0020110325570517062,-0.002111032557051706,14.520572359512336,0.2808479564625043,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
1,-2.251499891281128,1,False,-0.0015259342893565453,-0.0016259342893565453,14.641241515982719,0.28069168335731026,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
1,-2.251499891281128,2,False,-0.0010400221063600057,-0.0011400221063600057,14.763554570498359,0.28056693234628977,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
1,-2.251499891281128,3,False,-0.0005551454567527259,-0.0006551454567527259,14.88646595082033,0.28047350665928433,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
1,-2.251499891281128,4,False,-7.419804500718996e-05,-0.00017419804500718995,15.009160088535193,0.2804136972917901,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
1,-2.251499891281128,5,True,0.00039980562068375747,0.0002998056206837575,15.130999901380047,0.2803880163209579,0,,,,False
1,-2.251499891281128,6,True,0.0008643627300291001,0.0007643627300291001,15.251487740505112,0.2803872236042561,0,,,,False
2,-2.236501171875,0,False,-0.0004520685554960657,-0.0005520685554960658,14.520684532760576,0.28105377146518296,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
2,-2.236501171875,1,False,-0.0001163011441023265,-0.0002163011441023265,14.64135469136884,0.28089435226751,0,16,"native_joint_bound,preview_reserve",right_shoulder_roll_joint,False
2,-2.236501171875,2,True,0.00022574173532285968,0.0001257417353228597,14.763668464274652,0.2807627224342289,0,,,,False
2,-2.236501171875,3,True,0.0005715441327112103,0.0004715441327112103,14.886580421702805,0.28066177315142354,0,,,,False
2,-2.236501171875,4,True,0.0009182773321976256,0.0008182773321976256,15.009275004162802,0.2805949802603908,0,,,,False
2,-2.236501171875,5,True,0.001264225070116698,0.0011642250701166979,15.131115138092623,0.2805563111719969,0,,,,False
2,-2.236501171875,6,True,0.0016064453655637578,0.0015064453655637578,15.251603183004573,0.2805444837672771,0,,,,False
3,-2.2295234203338623,0,True,0.0002726956774097289,0.0001726956774097289,14.520736748814773,0.28115118792916993,0,,,,True
3,-2.2295234203338623,1,True,0.0005394638910796168,0.0004394638910796168,14.641407373476206,0.2809889079850525,0,,,,True
3,-2.2295234203338623,2,True,0.0008146385397580502,0.0007146385397580502,14.763721480533214,0.28085396328183415,0,,,,True
3,-2.2295234203338623,3,True,0.0010954654399442099,0.0009954654399442098,14.886633706367503,0.28075045928463993,0,,,,True
3,-2.2295234203338623,4,True,0.0013799692789406848,0.0012799692789406847,15.009328495640432,0.2806798635001401,0,,,,True
3,-2.2295234203338623,5,True,0.001666478019104467,0.001566478019104467,15.131168778838632,0.2806341298145597,0,,,,True
3,-2.2295234203338623,6,True,0.0019516827663239589,0.0018516827663239588,15.251656919365406,0.28061767734125354,0,,,,True
4,-2.22150234375,0,True,0.001105811407264401,0.001005811407264401,14.520796833919075,0.2812633914493286,0,,,,True
4,-2.22150234375,1,True,0.0012933225942415305,0.0011933225942415305,14.641467956471612,0.2810976188408276,0,,,,True
4,-2.22150234375,2,True,0.0014916060920926455,0.0013916060920926455,14.76378244759518,0.28095890697561343,0,,,,True
4,-2.22150234375,3,True,0.0016979307778357544,0.0015979307778357544,14.88669498190771,0.2808518259240064,0,,,,True
4,-2.22150234375,4,True,0.001910743004828408,0.001810743004828408,15.009390008843809,0.2807767497310304,0,,,,True
4,-2.22150234375,5,True,0.0021290042787809327,0.002029004278780933,15.131230463544677,0.2807236169405868,0,,,,True
